# Tetrahedron method
        5.4742673359        7.5418132085
        5.5433081916       32.8348547029
        5.6123490473       33.5768319049
        5.6813899029        0.0000000000
        5.7504307586        1.7143239610
        5.8194716143        9.1695751689
        5.8885124699       27.0199093294
        5.9575533256       22.4968459735
        6.0265941813       19.2499888651
        6.0956350369       11.7134218526
        6.1646758926       14.3549518558
        6.2337167482       19.2567500796
        6.3027576039        0.4956523696
        6.3717984596        7.5726136818
        6.4408393152       17.7746332290
        6.5098801709       15.3055107024
        6.5789210266        0.0000000000
        6.6479618822        0.0000000000
        6.7170027379       19.1238714332
        6.7860435936       36.2830398162
        6.8550844492        6.8646006347
        6.9241253049       19.9596340771
        6.9931661605       20.9898904232
        7.0622070162       13.9189797604
        7.1312478719       29.0596669509
        7.2002887275       18.5151939638
        7.2693295832        0.0000000000
        7.3383704389       25.6320432013
        7.4074112945       17.4634947273
        7.4764521502        4.3865291531
        7.5454930059       19.3031394192
        7.6145338615       19.8133271157
        7.6835747172       28.7193651891
        7.7526155728       50.0984510985
        7.8216564285        5.0663031558
        7.8906972842        0.0000000000
        7.9597381398       33.0678256922
        8.0287789955        2.1232928406
        8.0978198512        0.0000000000
        8.1668607068        0.0000000000
        8.2359015625        0.0000000000
        8.3049424182        0.0000000000
        8.3739832738       22.7374713837
        8.4430241295       18.0473827550
        8.5120649852        9.6981298937
        8.5811058408        0.0000000000
        8.6501466965        0.0000000000
        8.7191875521        0.0000000000
        8.7882284078        0.0000000000
        8.8572692635        0.0000000000
        8.9263101191        0.0000000000
        8.9953509748        0.0000000000
        9.0643918305        0.0000000000
        9.1334326861        0.0000000000
        9.2024735418        0.0000000000
        9.2715143975        0.0000000000
        9.3405552531        0.0000000000
        9.4095961088        0.0000000000
        9.4786369644        0.0000000000
        9.5476778201        0.0000000000
        9.6167186758        0.0000000000
        9.6857595314        0.0000000000
        9.7548003871        0.0000000000
        9.8238412428        0.0000000000
        9.8928820984       27.2590058412
        9.9619229541       11.4717265604
       10.0309638098        5.3954269845
       10.1000046654        2.6067273908
       10.1690455211        1.1142721553
       10.2380863768        0.0000000000
       10.3071272324        0.0000000000
       10.3761680881        0.0000000000
       10.4452089437        0.0000000000
       10.5142497994       18.7699686284
       10.5832906551       33.0101277376
       10.6523315107       16.5760475160
       10.7213723664        1.2658128705
       10.7904132221       44.1666105864
       10.8594540777       28.4622420643
       10.9284949334        0.0066745139
       10.9975357891        0.1686965050
       11.0665766447        0.7351386175
       11.1356175004        1.9635700662
       11.2046583560        3.7712735854
       11.2736992117        7.2972688790
       11.3427400674       15.2043956447
       11.4117809230       33.2277397190
       11.4808217787        4.1635089271
       11.5498626344        0.0000000000
       11.6189034900        0.0000000000
       11.6879443457        0.0000000000
       11.7569852014        0.0000000000
       11.8260260570        0.0000000000
       11.8950669127        0.0000000000
       11.9641077684        0.0000000000
       12.0331486240        0.0000000000
       12.1021894797        0.0000000000
       12.1712303353        0.0000000000
       12.2402711910        0.0000000000
       12.3093120467        0.0000000000
       12.3783529023        0.0000000000
       12.4473937580        0.0000000000
       12.5164346137        0.0000000000
       12.5854754693        0.0000000000
       12.6545163250        0.0000000000
